DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	REGION	CHR_ID	CHR_POS	REPORTED.GENE.S.	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST.SNP.RISK.ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK.ALLELE.FREQUENCY	P.VALUE	PVALUE_MLOG	P.VALUE..TEXT.	OR.or.BETA	X95..CI..TEXT.	PLATFORM..SNPS.PASSING.QC.	CNV
2008-06-20	18445777	Styrkarsdottir U	2008-04-29	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/18445777	Multiple genetic loci for bone mineral density and fractures.	Bone mineral density (spine)	5,861 European ancestry individuals	7,925 European ancestry individuals	6q25.1	6	151580274	ESR1	CCDC170			ENSG00000120262	NA	NA	rs4870044-T	rs4870044	0	4870044	intron_variant	0	0.28	2e-11	10.698970004336		0.11	[0.08-0.14] s.d. decrease	Illumina [301019]	N
2008-06-20	18445777	Styrkarsdottir U	2008-04-29	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/18445777	Multiple genetic loci for bone mineral density and fractures.	Bone mineral density (spine)	5,861 European ancestry individuals	7,925 European ancestry individuals	2p16.2	2	54457420	SPTBN1	SPTBN1			ENSG00000115306	NA	NA	rs11898505-G	rs11898505	0	11898505	intron_variant	0	0.67	8e-07	6.09691001300806		0.08	[0.05-0.11] s.d. decrease	Illumina [301019]	N
2008-06-20	18445777	Styrkarsdottir U	2008-04-29	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/18445777	Multiple genetic loci for bone mineral density and fractures.	Bone mineral density (spine)	5,861 European ancestry individuals	7,925 European ancestry individuals	6p21.32	6	32276850	MHC, C6orf10	TSBP1-AS1			ENSG00000225914	NA	NA	rs3130340-T	rs3130340	0	3130340	intron_variant	0	0.79	1e-07	7		0.1	[0.06-0.13] s.d. decrease	Illumina [301019]	N
2008-06-20	18445777	Styrkarsdottir U	2008-04-29	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/18445777	Multiple genetic loci for bone mineral density and fractures.	Bone mineral density (spine)	5,861 European ancestry individuals	7,925 European ancestry individuals	8q24.12	8	119032590	OPG	COLEC10			ENSG00000184374	NA	NA	rs6469804-A	rs6469804	0	6469804	intron_variant	0	0.51	7e-15	14.1549019599857		0.12	[0.09-0.15] s.d. decrease	Illumina [301019]	N
2008-06-20	18445777	Styrkarsdottir U	2008-04-29	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/18445777	Multiple genetic loci for bone mineral density and fractures.	Bone mineral density (spine)	5,861 European ancestry individuals	7,925 European ancestry individuals	13q14.11	13	42458457	RANKL	LINC02341			ENSG00000283554	NA	NA	rs9594759-T	rs9594759	0	9594759	intron_variant	0	0.62	2e-21	20.698970004336		0.17	[0.14-0.21] s.d. decrease	Illumina [301019]	N
2008-06-20	18445777	Styrkarsdottir U	2008-04-29	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/18445777	Multiple genetic loci for bone mineral density and fractures.	Bone mineral density (spine)	5,861 European ancestry individuals	7,925 European ancestry individuals	6q25.1	6	151612040	ESR1, C6orf97	CCDC170			ENSG00000120262	NA	NA	rs1038304-G	rs1038304	0	1038304	intron_variant	0	0.47	4e-11	10.397940008672		0.1	[0.07-0.13] s.d. decrease	Illumina [301019]	N
2008-06-20	18445777	Styrkarsdottir U	2008-04-29	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/18445777	Multiple genetic loci for bone mineral density and fractures.	Bone mineral density (spine)	5,861 European ancestry individuals	7,925 European ancestry individuals	6q25.1	6	151747229	ESR1, C6orf97	ESR1			ENSG00000091831	NA	NA	rs1999805-C	rs1999805	0	1999805	intron_variant	0	0.44	2e-08	7.69897000433602		0.09	[0.06-0.12] s.d. decrease	Illumina [301019]	N
2008-08-07	18723019	Franke A	2008-07-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/18723019	Genome-wide association analysis in sarcoidosis and Crohn's disease unravels a common susceptibility locus on 10p12.2.	Crohn's disease and sarcoidosis (combined)	382 European ancestry Crohn's disease cases, 398 European ancestry Sarcoidosis cases, 394 European ancestry controls	660 European ancestry Crohn's disease cases, 657 European ancestry Sarcoidosis cases, 1,091 European ancestry controls	10p12.2	10	23376509	C10orf67	AL606469.1 - AL606469.2	ENSG00000224215	ENSG00000264574		31328	16896	rs1398024-A	rs1398024	0	1398024	intergenic_variant	1	0.25	4e-06	5.39794000867204		1.23	[1.04-1.45]	Affymetrix [83360]	N
2013-04-17	23341777	Dong J	2013-01-17	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23341777	Genome-wide association study identifies a novel susceptibility locus at 12q23.1 for lung squamous cell carcinoma in han chinese.	Squamous cell carcinoma	833 Han Chinese ancestry cases, 3,094 Han Chinese ancestry controls	2,223 Han Chinese ancestry cases, 6,409 Han Chinese ancestry controls	12q23.1	12	100426307	SLC17A8, NR1H4, SCYL2, GAS2L3	SLC17A8 - NR1H4	ENSG00000179520	ENSG00000012504		4252	47401	rs12296850-A	rs12296850	0	12296850	intergenic_variant	1	0.744	1e-10	10		1.28	[1.19-1.39]	Affymetrix [570009]	N
2010-06-09	20460270	Garcia-Barcelo MM	2010-05-11	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20460270	Genome-wide association study identifies a susceptibility locus for biliary atresia on 10q24.2.	Biliary atresia	281 Chinese ancestry cases, 481 Chinese ancestry controls	124 Chinese ancestry cases, 90 Chinese ancestry controls	10q25.1	10	109975992	XPNPEP1, ADD3	ADD3-AS1			ENSG00000203876	NA	NA	rs17095355-T	rs17095355	0	17095355	intron_variant	0	0.409	7e-09	8.15490195998574		1.77	[1.38-2.26]	Affymetrix [289118]	N
2010-06-09	20460270	Garcia-Barcelo MM	2010-05-11	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20460270	Genome-wide association study identifies a susceptibility locus for biliary atresia on 10q24.2.	Biliary atresia	281 Chinese ancestry cases, 481 Chinese ancestry controls	124 Chinese ancestry cases, 90 Chinese ancestry controls	12q13.13	12	53876444	HOXC13	AC076968.2			ENSG00000286069	NA	NA	rs2120991-A	rs2120991	0	2120991	intron_variant	0	0.134	9e-06	5.04575749056067		2.14	[1.58-2.89]	Affymetrix [289118]	N
2010-06-09	20460270	Garcia-Barcelo MM	2010-05-11	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20460270	Genome-wide association study identifies a susceptibility locus for biliary atresia on 10q24.2.	Biliary atresia	281 Chinese ancestry cases, 481 Chinese ancestry controls	124 Chinese ancestry cases, 90 Chinese ancestry controls	13q12.3	13	29884600	UBL3	LINC00297			ENSG00000224329	NA	NA	rs9314986-G	rs9314986	0	9314986	intron_variant	0	0.044	2e-06	5.69897000433602		2.95	[1.89-4.60]	Affymetrix [289118]	N
2011-11-24	22019779	Takahashi Y	2011-10-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22019779	A genome-wide association study identifies common variants near LBX1 associated with adolescent idiopathic scoliosis.	Scoliosis	1,033 Japanese ancestry adolescent female cases, 1,473 Japanese ancestry female controls	326 Japanese ancestry adolescent female cases, 9,823 Japanese ancestry female controls	10q24.32	10	101219450	LBX1	LINC01514 - LBX1	ENSG00000237579	ENSG00000138136		25303	6745	rs11190870-?	rs11190870	0	11190870	intergenic_variant	1	0.57	1e-19	19		1.56	[1.41-1.71]	Illumina [455121]	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	1p13.3	1	109275216	CELSR2	CELSR2			ENSG00000143126	NA	NA	rs660240-T	rs660240	0	660240	3_prime_UTR_variant	0	0.22	2e-22	21.698970004336	(LDL)	0.17	[0.14-0.20] mmol/l decrease	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	4q22.1	4	88124179	ABCG2	ABCG2			ENSG00000118777	NA	NA	rs2199936-A	rs2199936	0	2199936	intron_variant	0	0.12	2e-17	16.698970004336	(UA)	0.188	[0.14-0.23] umol/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA				MRC1					NA	NA	rs2437258-T	rs2437258	0	2437258		1	0.23	3e-10	9.52287874528034	(AST)	0.102	[0.071-0.133] units/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	2p24.1	2	21021128	APOB	APOB			ENSG00000084674	NA	NA	rs10199768-T	rs10199768	0	10199768	intron_variant	0	0.47	8e-15	14.0969100130081	(LDL)	0.11	[0.083-0.137] mmol/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	3q26.1	3	165773492	BCHE	LINC01322, BCHE			ENSG00000244128, ENSG00000114200	NA	NA	rs1803274-T	rs1803274	0	1803274	missense_variant	0	0.21	6e-92	91.2218487496164	(BCHE)	0.365	[0.33-0.40] units/l decrease	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	4p16.1	4	10054752	WDR1	SLC2A9			ENSG00000109667	NA	NA	rs7671266-T	rs7671266	0	7671266	intron_variant	0	0.21	9e-71	70.0457574905607	(UA)	0.305	[0.27-0.34] umol/l decrease	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	4p16.1	4	10329670	intergenic	AC006499.7 - AC110768.2	ENSG00000251338	ENSG00000250613		34091	81326	rs4698036-G	rs4698036	0	4698036	intergenic_variant	1	0.22	2e-52	51.698970004336	(UA)	0.257	[0.22-0.29] umol/l decrease	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	8p21.3	8	19992246	LPL	LPL - AC100802.1	ENSG00000175445	ENSG00000253775		24987	86868	rs17091905-A	rs17091905	0	17091905	intergenic_variant	1	0.124	6e-12	11.2218487496164	(HDL)	0.15	[0.11-0.19] mmol/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	8p21.3	8	19992246	LPL	LPL - AC100802.1	ENSG00000175445	ENSG00000253775		24987	86868	rs17091905-A	rs17091905	0	17091905	intergenic_variant	1	0.12	5e-15	14.301029995664	(TRIG)	0.174	[0.13-0.22] mmol/l decrease	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	12q24.31	12	121033534	OASL	OASL			ENSG00000135114	NA	NA	rs3213545-A	rs3213545	0	3213545	synonymous_variant	0	0.30	4e-15	14.397940008672	(GGT)	0.121	[0.092-0.150] units/l decrease	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	15q21.3	15	58386313	LIPC	ALDH1A2			ENSG00000128918	NA	NA	rs10468017-T	rs10468017	0	10468017	intron_variant	0	0.33	3e-12	11.5228787452803	(HDL)	0.104	[0.075-0.133] mmol/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	16q13	16	56954132	CETP	HERPUD1 - CETP	ENSG00000051108	ENSG00000087237		9268	7791	rs173539-T	rs173539	0	173539	intergenic_variant	1	0.32	3e-65	64.5228787452803	(HDL)	0.255	[0.23-0.28] mmol/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	19q13.32	19	44892362	TOMM40	TOMM40			ENSG00000130204	NA	NA	rs2075650-G	rs2075650	0	2075650	intron_variant	0	0.15	2e-14	13.698970004336	(LDL)	0.153	[0.11-0.19] mmol/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	19q13.32	19	44892362	TOMM40	TOMM40			ENSG00000130204	NA	NA	rs2075650-G	rs2075650	0	2075650	intron_variant	0	0.15	4e-08	7.39794000867204	(CRP)	0.116	[0.075-0.157] unit decrease	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	2p23.3	2	27508073	GCKR	GCKR			ENSG00000084734	NA	NA	rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.40	2e-08	7.69897000433602	(TRIG)	0.082	[0.053-0.111] mmol/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	6p22.2	6	25776721	SLC17A4	SLC17A4			ENSG00000146039	NA	NA	rs11754288-A	rs11754288	0	11754288	missense_variant	0	0.43	4e-09	8.39794000867204	(UA)	0.084	[0.057-0.111] umol/l decrease	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	6p22.2	6	26092913	HFE	HFE			ENSG00000010704	NA	NA	rs1800562-A	rs1800562	0	1800562	missense_variant	0	0.08	5e-12	11.301029995664	(FERR)	0.177	[0.13-0.23] mg/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	11q23.3	11	117204850	PCSK7	TAGLN, PCSK7			ENSG00000149591, ENSG00000160613	NA	NA	rs508487-T	rs508487	0	508487	3_prime_UTR_variant	0	0.04	2e-10	9.69897000433602	(TRIG)	0.235	[0.16-0.31] mmol/l increase	Illumina [NR] (imputed)	N
2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	19p13.2	19	11091630	LDLR	LDLR			ENSG00000130164	NA	NA	rs6511720-T	rs6511720	0	6511720	intron_variant	0	0.11	5e-11	10.301029995664	(LDL)	0.148	[0.10-0.19] mmol/l decrease	Illumina [NR] (imputed)	N
2013-01-10	23065704	Amin Al Olama A	2012-10-12	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23065704	A meta-analysis of genome-wide association studies to identify prostate cancer susceptibility loci associated with aggressive and non-aggressive disease.	Prostate cancer	5,132 European ancestry non-aggressive cases, 5,953 European ancestry aggressive cases, 11,463 European ancestry controls	22,387 European ancestry non-aggressive cases, 2,008 European ancestry aggressive cases, up to 24,726 European ancestry controls	19q13.2	19	41479679	ATP5SL, CEACAM21	PCAT19			ENSG00000267107	NA	NA	rs11672691-G	rs11672691	0	11672691	non_coding_transcript_exon_variant	0	NR	1e-08	8	(Aggressive)	1.11	[1.02-1.20]	Illumina [~ 2600000] (imputed)	N
2013-01-10	23065704	Amin Al Olama A	2012-10-12	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23065704	A meta-analysis of genome-wide association studies to identify prostate cancer susceptibility loci associated with aggressive and non-aggressive disease.	Prostate cancer	5,132 European ancestry non-aggressive cases, 5,953 European ancestry aggressive cases, 11,463 European ancestry controls	22,387 European ancestry non-aggressive cases, 2,008 European ancestry aggressive cases, up to 24,726 European ancestry controls	19q13.2	19	41479679	ATP5SL, CEACAM21	PCAT19			ENSG00000267107	NA	NA	rs11672691-G	rs11672691	0	11672691	non_coding_transcript_exon_variant	0	NR	2e-12	11.698970004336	(All)	1.08	[1.04-1.12]	Illumina [~ 2600000] (imputed)	N
2013-01-10	23065704	Amin Al Olama A	2012-10-12	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23065704	A meta-analysis of genome-wide association studies to identify prostate cancer susceptibility loci associated with aggressive and non-aggressive disease.	Prostate cancer	5,132 European ancestry non-aggressive cases, 5,953 European ancestry aggressive cases, 11,463 European ancestry controls	22,387 European ancestry non-aggressive cases, 2,008 European ancestry aggressive cases, up to 24,726 European ancestry controls	22q13.1	22	40040969	TNRC6B	FAM83F			ENSG00000133477	NA	NA	rs11704416-C	rs11704416	0	11704416	3_prime_UTR_variant	0	NR	4e-06	5.39794000867204	(Aggressive)	1.05	[0.96-1.15]	Illumina [~ 2600000] (imputed)	N
2013-01-10	23065704	Amin Al Olama A	2012-10-12	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23065704	A meta-analysis of genome-wide association studies to identify prostate cancer susceptibility loci associated with aggressive and non-aggressive disease.	Prostate cancer	5,132 European ancestry non-aggressive cases, 5,953 European ancestry aggressive cases, 11,463 European ancestry controls	22,387 European ancestry non-aggressive cases, 2,008 European ancestry aggressive cases, up to 24,726 European ancestry controls	22q13.1	22	40040969	TNRC6B	FAM83F			ENSG00000133477	NA	NA	rs11704416-C	rs11704416	0	11704416	3_prime_UTR_variant	0	NR	4e-07	6.39794000867204	(All)	1.06	[1.02-1.10]	Illumina [~ 2600000] (imputed)	N
2009-07-30	19597491	Gudbjartsson DF	2009-07-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19597491	A sequence variant in ZFHX3 on 16q22 associates with atrial fibrillation and ischemic stroke.	Atrial fibrillation	2,385 European ancestry cases, 33,752 European ancestry controls	up to 2,427 European ancestry cases, 3,379 European ancestry controls, 286 Han Chinese ancestry cases, 2,763 Han Chinese ancestry controls	4q25	4	110789013	intergenic	PITX2 - LINC01438	ENSG00000164093	ENSG00000249519		146890	5390	rs2200733-?	rs2200733	0	2200733	intergenic_variant	1	0.12	1e-14	14		1.42	[NR]	Illumina [303136]	N
2009-07-30	19597491	Gudbjartsson DF	2009-07-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19597491	A sequence variant in ZFHX3 on 16q22 associates with atrial fibrillation and ischemic stroke.	Atrial fibrillation	2,385 European ancestry cases, 33,752 European ancestry controls	up to 2,427 European ancestry cases, 3,379 European ancestry controls, 286 Han Chinese ancestry cases, 2,763 Han Chinese ancestry controls	16q22.3	16	72995261	ZFHX3	ZFHX3			ENSG00000140836	NA	NA	rs7193343-T	rs7193343	0	7193343	intron_variant	0	NR	1e-10	10		1.21	[1.14-1.29]	Illumina [303136]	N
2011-01-14	21059979	Shen H	2010-11-08	Arch Intern Med	www.ncbi.nlm.nih.gov/pubmed/21059979	Familial defective apolipoprotein B-100 and increased low-density lipoprotein cholesterol and coronary artery calcification in the old order amish.	LDL cholesterol	841 Amish individuals	663 Amish inidividuals	2p24.1	2	20703255	APOB	LDAH			ENSG00000118961	NA	NA	rs4971516-?	rs4971516	0	4971516	intron_variant	0	0.06	2e-40	39.698970004336	(total cholesterol)	NA		Affymetrix [369241]	N
2011-01-14	21059979	Shen H	2010-11-08	Arch Intern Med	www.ncbi.nlm.nih.gov/pubmed/21059979	Familial defective apolipoprotein B-100 and increased low-density lipoprotein cholesterol and coronary artery calcification in the old order amish.	LDL cholesterol	841 Amish individuals	663 Amish inidividuals	2p24.1	2	20703255	APOB	LDAH			ENSG00000118961	NA	NA	rs4971516-?	rs4971516	0	4971516	intron_variant	0	0.06	2e-52	51.698970004336	(LDL)	NA		Affymetrix [369241]	N
2011-01-18	20953190	Strange A	2010-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	Psoriasis	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	2q24.2	2	162404181	IFIH1	KCNH7			ENSG00000184611	NA	NA	rs17716942-A	rs17716942	0	17716942	intron_variant	0	0.86	1e-13	13		1.29	[1.17-1.43]	Illumina [535475]	N
2011-01-18	20953190	Strange A	2010-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	Psoriasis	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	2p16.1	2	60854407	REL	LINC01185			ENSG00000228414	NA	NA	rs702873-G	rs702873	0	702873	intron_variant	0	0.56	4e-09	8.39794000867204		1.12	[1.04-1.20]	Illumina [535475]	N
2011-01-18	20953190	Strange A	2010-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	Psoriasis	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	3p24.3	3	18742931	intergenic	SATB1-AS1			ENSG00000228956	NA	NA	rs6809854-G	rs6809854	0	6809854	intron_variant	0	0.19	1e-07	7		1.14	[1.04-1.26]	Illumina [535475]	N
2011-01-18	20953190	Strange A	2010-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	Psoriasis	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	5q15	5	96766240	ERAP1	ERAP1, CAST			ENSG00000164307, ENSG00000153113	NA	NA	rs27524-A	rs27524	0	27524	intron_variant	0	0.36	3e-11	10.5228787452803		1.13	[1.05-1.22]	Illumina [535475]	N
2011-01-18	20953190	Strange A	2010-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	Psoriasis	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	6q21	6	111352511	TRAF3IP2	REV3L, MFSD4B			ENSG00000009413, ENSG00000173214	NA	NA	rs240993-A	rs240993	0	240993	intron_variant	0	0.25	5e-20	19.301029995664		1.25	[1.16-1.34]	Illumina [535475]	N
2011-01-18	20953190	Strange A	2010-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	Psoriasis	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	19p13.2	19	10359299	TYK2	TYK2			ENSG00000105397	NA	NA	rs12720356-A	rs12720356	0	12720356	missense_variant	0	0.90	4e-11	10.397940008672		1.4	[1.23-1.61]	Illumina [535475]	N
2011-01-18	20953190	Strange A	2010-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	Psoriasis	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	5q33.3	5	159323761	IL12B	IL12B, AC008691.1			ENSG00000113302, ENSG00000249738	NA	NA	rs3213094-?	rs3213094	0	3213094	intron_variant	0	NR	5e-11	10.301029995664		1.39	[1.26-1.53]	Illumina [535475]	N
2011-01-18	20953190	Strange A	2010-10-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	Psoriasis	2,178 European ancestry cases, 5,175 European ancestry controls	3,174 European ancestry cases, 5,464 European ancestry controls	6p21.33	6	31306778	HLA-C	HLA-B, HLA-B, HLA-B, HLA-B, HLA-B			ENSG00000228964, ENSG00000223532, ENSG00000234745, ENSG00000224608, ENSG00000206450	NA	NA	rs10484554-?	rs10484554	0	10484554	intron_variant	0	NR	4e-214	213.397940008672		4.66	[4.23-5.13]	Illumina [535475]	N
